2 2.004560
3 2.349929
4 2.262069
5 2.209549
6 2.174586
7 2.149628
8 2.130916
9 2.116366
10 2.104727
11 2.095204
12 2.087270
13 2.080556
14 2.074802
15 2.069815
16 2.065451
17 2.061601
18 2.058178
19 2.055116
20 2.052360
21 2.049867
22 2.047600
23 2.045531
24 2.043633
25 2.041888
26 2.161107
27 2.155141
28 2.149600
29 2.144441
30 2.139626
31 2.135122
32 2.130900
33 2.126933
34 2.123200
35 2.119680
36 2.116355
37 2.113211
38 2.110231
39 2.107405
40 2.104720
41 2.102166
42 2.099733
43 2.097414
44 2.095200
45 2.093084
46 2.091061
47 2.089123
48 2.087266
49 2.085486
50 2.083776
51 2.082133
52 2.080554
53 2.079034
54 2.077570
55 2.076160
56 2.074800
57 2.073488
58 2.072221
59 2.070996
60 2.069813
61 2.068669
62 2.067561
63 2.066489
64 2.065450
65 2.064443
66 2.063467
67 2.062519
68 2.061600
69 2.060707
70 2.059840
71 2.058997
72 2.058178
73 2.057381
74 2.056605
75 2.055851
76 2.055116
77 2.054400
78 2.053702
79 2.053023
80 2.052360
81 2.051713
82 2.051083
83 2.050467
84 2.049867
85 2.049280
86 2.048707
87 2.048147
88 2.047600
89 2.047065
90 2.046542
91 2.046031
92 2.045530
93 2.045041
94 2.044562
95 2.044093
96 2.043633
97 2.043183
98 2.042743
99 2.042311
100 2.041888
