2 2.000000
3 2.514157
4 2.732051
5 2.847673
6 2.917553
7 2.963549
8 2.995709
9 3.019232
10 3.037049
11 3.050926
12 3.061983
13 3.070962
14 3.078372
15 3.084571
16 3.089819
17 3.094309
18 3.098185
19 3.101560
20 3.104518
21 3.107130
22 3.109448
23 3.111518
24 3.113375
25 3.115048
26 3.116562
27 3.117938
28 3.119192
29 3.120339
30 3.121391
31 3.122360
32 3.123253
33 3.124079
34 3.124845
35 3.125557
36 3.126220
37 3.126838
38 3.127416
39 3.127957
40 3.128465
41 3.128942
42 3.129390
43 3.129813
44 3.130212
45 3.130589
46 3.130946
47 3.131283
48 3.131603
49 3.131907
50 3.132196
51 3.132471
52 3.132733
53 3.132982
54 3.133220
55 3.133447
56 3.133664
57 3.133872
58 3.134070
59 3.134261
60 3.134443
61 3.134618
62 3.134786
63 3.134947
64 3.135102
65 3.135252
66 3.135395
67 3.135533
68 3.135666
69 3.135795
70 3.135918
71 3.136038
72 3.136153
73 3.136264
74 3.136372
75 3.136476
76 3.136576
77 3.136674
78 3.136768
79 3.136859
80 3.136948
81 3.137033
82 3.137117
83 3.137197
84 3.137275
85 3.137351
86 3.137425
87 3.137497
88 3.137566
89 3.137634
90 3.137700
91 3.137764
92 3.137826
93 3.137886
94 3.137945
95 3.138003
96 3.138059
97 3.138113
98 3.138166
99 3.138218
100 3.138269
