2 1.575129
3 1.622829
4 1.646689
5 1.661007
6 1.670552
7 1.677371
8 1.682484
9 1.686462
10 1.689644
11 1.692247
12 1.694417
13 1.696253
14 1.697826
15 1.699190
16 1.700383
17 1.701436
18 1.702372
19 1.703209
20 1.703963
21 1.704645
22 1.705265
23 1.705831
24 1.706349
25 1.706827
26 1.707267
27 1.707675
28 1.708054
29 1.708407
30 1.708736
31 1.709044
32 1.709332
33 1.709604
34 1.709859
35 1.710100
36 1.710327
37 1.710542
38 1.710746
39 1.710939
40 1.711122
41 1.711297
42 1.711463
43 1.711622
44 1.711773
45 1.711918
46 1.712056
47 1.712189
48 1.712316
49 1.712437
50 1.712554
51 1.712667
52 1.712775
53 1.712878
54 1.712978
55 1.713075
56 1.713168
57 1.713258
58 1.713344
59 1.713428
60 1.713509
61 1.713587
62 1.713663
63 1.713736
64 1.713807
65 1.713876
66 1.713943
67 1.714007
68 1.714070
69 1.714131
70 1.714191
71 1.714248
72 1.714304
73 1.714359
74 1.714412
75 1.714463
76 1.714514
77 1.714563
78 1.714610
79 1.714657
80 1.714702
81 1.714746
82 1.714789
83 1.714831
84 1.714873
85 1.714913
86 1.714952
87 1.714990
88 1.715028
89 1.715064
90 1.715100
91 1.715135
92 1.715169
93 1.715202
94 1.715235
95 1.715267
96 1.715299
97 1.715329
98 1.715360
99 1.715389
100 1.715418
