2 1.570000
3 1.813157
4 1.895599
5 1.933332
6 1.953726
7 1.965992
8 1.973944
9 1.979392
10 1.983289
11 1.986172
12 1.988366
13 1.990073
14 1.991429
15 1.992523
16 1.993419
17 1.994162
18 1.994785
19 1.995313
20 1.995764
21 1.996152
22 1.996489
23 1.996783
24 1.997041
25 1.997269
26 1.997471
27 1.997651
28 1.997813
29 1.997958
30 1.998089
31 1.998208
32 1.998316
33 1.998414
34 1.998503
35 1.998586
36 1.998661
37 1.998731
38 1.998795
39 1.998854
40 1.998909
41 1.998960
42 1.999008
43 1.999052
44 1.999093
45 1.999132
46 1.999168
47 1.999202
48 1.999233
49 1.999263
50 1.999291
51 1.999318
52 1.999343
53 1.999367
54 1.999389
55 1.999410
56 1.999430
57 1.999449
58 1.999467
59 1.999484
60 1.999501
61 1.999516
62 1.999531
63 1.999545
64 1.999558
65 1.999571
66 1.999584
67 1.999595
68 1.999607
69 1.999617
70 1.999628
71 1.999638
72 1.999647
73 1.999656
74 1.999665
75 1.999673
76 1.999681
77 1.999689
78 1.999697
79 1.999704
80 1.999711
81 1.999717
82 1.999724
83 1.999730
84 1.999736
85 1.999742
86 1.999747
87 1.999753
88 1.999758
89 1.999763
90 1.999768
91 1.999773
92 1.999777
93 1.999782
94 1.999786
95 1.999790
96 1.999794
97 1.999798
98 1.999802
99 1.999806
100 1.999809
