2 1.570796
3 1.813799
4 1.896119
5 1.933766
6 1.954097
7 1.966317
8 1.974232
9 1.979651
10 1.983524
11 1.986387
12 1.988564
13 1.990257
14 1.991600
15 1.992684
16 1.993570
17 1.994305
18 1.994920
19 1.995441
20 1.995886
21 1.996269
22 1.996600
23 1.996890
24 1.997143
25 1.997367
26 1.997566
27 1.997743
28 1.997901
29 1.998044
30 1.998172
31 1.998288
32 1.998393
33 1.998489
34 1.998577
35 1.998657
36 1.998731
37 1.998798
38 1.998861
39 1.998918
40 1.998972
41 1.999021
42 1.999067
43 1.999110
44 1.999150
45 1.999188
46 1.999223
47 1.999255
48 1.999286
49 1.999315
50 1.999342
51 1.999368
52 1.999392
53 1.999414
54 1.999436
55 1.999456
56 1.999475
57 1.999494
58 1.999511
59 1.999527
60 1.999543
61 1.999558
62 1.999572
63 1.999586
64 1.999598
65 1.999611
66 1.999622
67 1.999634
68 1.999644
69 1.999654
70 1.999664
71 1.999674
72 1.999683
73 1.999691
74 1.999700
75 1.999708
76 1.999715
77 1.999723
78 1.999730
79 1.999736
80 1.999743
81 1.999749
82 1.999755
83 1.999761
84 1.999767
85 1.999772
86 1.999778
87 1.999783
88 1.999788
89 1.999792
90 1.999797
91 1.999801
92 1.999806
93 1.999810
94 1.999814
95 1.999818
96 1.999822
97 1.999825
98 1.999829
99 1.999832
100 1.999836
