2 3.309401
3 3.274241
4 3.250262
5 3.233507
6 3.221237
7 3.211884
8 3.204523
9 3.198577
10 3.193675
11 3.189562
12 3.186061
13 3.183045
14 3.180418
15 3.178109
16 3.176064
17 3.174240
18 3.172602
19 3.171123
20 3.169780
21 3.168557
22 3.167436
23 3.166407
24 3.165457
25 3.164579
26 3.163764
27 3.163005
28 3.162298
29 3.161636
30 3.161016
31 3.160434
32 3.159886
33 3.159369
34 3.158881
35 3.158420
36 3.157982
37 3.157568
38 3.157174
39 3.156799
40 3.156442
41 3.156102
42 3.155777
43 3.155466
44 3.155169
45 3.154885
46 3.154612
47 3.154350
48 3.154099
49 3.153858
50 3.153626
51 3.153403
52 3.153187
53 3.152980
54 3.152780
55 3.152587
56 3.152401
57 3.152221
58 3.152046
59 3.151878
60 3.151715
61 3.151557
62 3.151404
63 3.151256
64 3.151112
65 3.150972
66 3.150837
67 3.150705
68 3.150577
69 3.150453
70 3.150332
71 3.150214
72 3.150100
73 3.149988
74 3.149880
75 3.149774
76 3.149671
77 3.149571
78 3.149473
79 3.149377
80 3.149284
81 3.149193
82 3.149104
83 3.149017
84 3.148932
85 3.148849
86 3.148768
87 3.148689
88 3.148612
89 3.148536
90 3.148462
91 3.148389
92 3.148318
93 3.148249
94 3.148181
95 3.148114
96 3.148049
97 3.147985
98 3.147922
99 3.147860
100 3.147800
